img_name,img_shape,class
clothes-bluzy_MP002XW00QTQ_19164729.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00QTS_19164733.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00QU1_19369872.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00QU7_19166520.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00QWX_19227320.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00R1U_19152300.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00R30_19155642.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00RA2_19097563.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00RA7_19097590.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RCW_19099703.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RD4_19099743.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RDR_19099825.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00RG6_19101596.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00RG7_19101658.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RG9_19101526.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RGD_19101669.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RSX_19230953.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RT1_19230961.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00RTQ_19278167.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RTR_19230368.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RU0_19295845.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RU4_19276987.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RW3_19245112.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RWA_19245116.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00RYL_19363414.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00S0X_19245132.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00S12_19245136.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SFN_19152531.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SFS_19152543.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SG8_19152600.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SGG_19157038.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SGL_19152648.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SHF_19152752.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SHH_19152760.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SID_19152848.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SIE_19152852.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SJT_19285544.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SJU_19323966.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SJV_19285548.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SJW_19285552.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SJY_19285556.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SJZ_19285560.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SK0_19285564.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SK4_19285568.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SKE_19285595.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SKP_19285622.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SKU_19285634.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SKX_19303998.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SKZ_19285641.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SL0_19285645.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SL1_19285649.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SL4_19285657.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SLH_19135477.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SLR_19135890.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SLV_19136049.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SMR_19158871.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SMS_19166644.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SNY_19200163.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SR3_19157411.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SR4_19158875.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SR5_19158879.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SR6_19152876.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SR7_19152880.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SR8_19157415.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SR9_19157042.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SRA_19152884.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SRB_19152888.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SRC_19152892.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SS7_19134409.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SVN_19199668.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SVO_19200487.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SWB_19257310.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SXD_19181034.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SXG_19205855.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SXH_19183636.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SXI_19205863.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SYP_19200133.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SYX_19200189.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SZH_19196489.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SZK_19133830.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SZL_19195951.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00SZN_19133874.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00SZO_19133732.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00T9M_19192910.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00T9O_19139110.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00T9P_19139344.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00T9Q_19200285.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00T9T_19200321.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00T9U_19139191.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TA7_19201201.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TA8_19138581.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TA9_19139589.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TAA_19139443.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TAB_19201878.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TAF_19200425.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TAN_19136566.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TAR_19197058.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TB5_19196193.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TB9_19133415.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TBA_19133513.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TC4_19200316.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TCA_19138905.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TCJ_19196918.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TCZ_19197753.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TDK_19133898.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TDL_19133573.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TDM_19196798.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TEB_19196804.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TFJ_19138078.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TFU_19132935.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TG4_19186494.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TI2_19163760.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TI7_19158918.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TID_19163768.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TIS_19158945.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TJ2_19158963.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TJB_19163786.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TJH_19166715.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TL4_19166741.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TL8_19166745.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TSX_19183670.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TUV_19453949.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TUZ_19227470.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TV3_19440573.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TV5_19227474.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TV9_19227478.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TVG_19174163.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TVL_19445396.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TVS_19487234.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TVZ_19230402.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TW3_19304006.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TWR_19458252.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TWU_19224777.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TWV_19451097.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00TWZ_19227486.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TX3_19450214.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TXW_19295086.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00TZX_19230409.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00U00_19450222.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00U15_19453988.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00U7I_19180461.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00U7Z_19181114.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00U86_19181127.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00U97_19221184.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UA2_19178894.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00UBA_19223278.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UCK_19295853.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00UG5_19236447.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UJI_19166781.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UJM_19375747.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00UJS_19236484.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UN5_19170809.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UOQ_19223346.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UP4_19267717.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UPG_19191391.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UQ0_19415885.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00UTU_19278295.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00UZB_19196278.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00UZE_19132961.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00UZW_19195974.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00V0V_19201143.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00V13_19201169.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00V3W_19133714.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00V41_19133734.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00V4W_19199359.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VDK_19319395.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VDX_19319419.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VE0_19305623.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFK_19371370.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFL_19375759.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFN_19375763.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFO_19375767.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFR_19382858.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFS_19375771.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFT_19375775.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFU_19371374.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFV_19375779.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFW_19375783.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFX_19382862.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00VFY_19375787.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VFZ_19375791.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VG1_19371378.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VG2_19371382.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VG3_19382866.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VU1_19224861.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00VVH_19195610.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00VVI_19206538.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00VWH_19207282.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00W68_19206461.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00W6F_19206465.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00W6M_19212757.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00W6T_19193105.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00W9Y_19193128.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WAB_19206481.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WAC_19191407.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WAJ_19191411.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WAS_19206492.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WAY_19191419.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00WB1_19191423.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WC4_19305658.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WCJ_19212805.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WCQ_19212811.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WD0_19206535.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00WD9_19206540.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00WH2_19295095.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WH3_19295099.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WH4_19295103.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00WH6_19295107.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WH8_19295111.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WHB_19295120.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WK7_19227584.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WPQ_19207122.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WQ3_19196757.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WR1_19195511.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WRU_19202234.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WRX_19207052.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00WSV_19277039.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00WSW_19278453.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00WZV_19201302.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00X00_19201356.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00X07_19208735.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00X08_19208292.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00X0C_19201339.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00X0E_19209075.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00X1W_19208818.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00X43_19426871.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00X5F_19437666.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00X5H_19429648.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XAK_19221288.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XAO_19217576.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XAQ_19224870.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XAR_19224874.jpg,"(866, 600, 3)",bluzy
clothes-bluzy_MP002XW00XB1_19224878.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XEH_19257418.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XG2_19263047.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XG3_19471989.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XG6_19473331.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XUS_19380201.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00XWH_19292472.jpg,"(66, 46, 3)",bluzy
clothes-bluzy_MP002XW00Y2Y_19204572.jpg,"(66, 46, 3)",bluzy
